Schuljahr;Schulart;Schulabschluss;Geschlecht;Anzahl
2013/14;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;25538
2013/14;Förderschulen;Erster Schulabschluss;Insgesamt;9300
2013/14;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1286
2013/14;Förderschulen;Fachhochschulreife;Insgesamt;0
2013/14;Förderschulen;Allgemeine Hochschulreife;Insgesamt;53
2013/14;Förderschulen;Insgesamt;Insgesamt;36177
2013/14;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2013/14;Abendhauptschulen;Erster Schulabschluss;Insgesamt;446
2013/14;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2013/14;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2013/14;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2013/14;Abendhauptschulen;Insgesamt;Insgesamt;446
2013/14;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2013/14;Abendrealschulen;Erster Schulabschluss;Insgesamt;1562
2013/14;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;4291
2013/14;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2013/14;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2013/14;Abendrealschulen;Insgesamt;Insgesamt;5853
2013/14;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2013/14;Abendgymnasien;Erster Schulabschluss;Insgesamt;5
2013/14;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;1053
2013/14;Abendgymnasien;Fachhochschulreife;Insgesamt;346
2013/14;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;2521
2013/14;Abendgymnasien;Insgesamt;Insgesamt;3925
2013/14;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2013/14;Kollegs;Erster Schulabschluss;Insgesamt;1
2013/14;Kollegs;Mittlerer Schulabschluss;Insgesamt;1051
2013/14;Kollegs;Fachhochschulreife;Insgesamt;99
2013/14;Kollegs;Allgemeine Hochschulreife;Insgesamt;3143
2013/14;Kollegs;Insgesamt;Insgesamt;4294
2013/14;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2013/14;Externe;Erster Schulabschluss;Insgesamt;4476
2013/14;Externe;Mittlerer Schulabschluss;Insgesamt;1817
2013/14;Externe;Fachhochschulreife;Insgesamt;107
2013/14;Externe;Allgemeine Hochschulreife;Insgesamt;339
2013/14;Externe;Insgesamt;Insgesamt;6739
2013/14;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;46950
2013/14;Insgesamt;Erster Schulabschluss;Insgesamt;146649
2013/14;Insgesamt;Mittlerer Schulabschluss;Insgesamt;375791
2013/14;Insgesamt;Fachhochschulreife;Insgesamt;841
2013/14;Insgesamt;Allgemeine Hochschulreife;Insgesamt;280490
2013/14;Insgesamt;Insgesamt;Insgesamt;850721
2014/15;Hauptschulen;Ohne Ersten Schulabschluss;männlich;5352
2014/15;Hauptschulen;Erster Schulabschluss;männlich;43084
2014/15;Hauptschulen;Mittlerer Schulabschluss;männlich;23638
2014/15;Hauptschulen;Fachhochschulreife;männlich;0
2014/15;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2014/15;Hauptschulen;Insgesamt;männlich;72074
2014/15;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;2664
2014/15;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;10524
2014/15;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;27393
2014/15;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2014/15;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2014/15;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;40581
2014/15;Realschulen;Ohne Ersten Schulabschluss;männlich;1043
2014/15;Realschulen;Erster Schulabschluss;männlich;3570
2014/15;Realschulen;Mittlerer Schulabschluss;männlich;87941
2014/15;Realschulen;Fachhochschulreife;männlich;0
2014/15;Realschulen;Allgemeine Hochschulreife;männlich;0
2014/15;Realschulen;Insgesamt;männlich;92554
2014/15;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;16
2014/15;Gymnasien (G9);Erster Schulabschluss;männlich;141
2014/15;Gymnasien (G9);Mittlerer Schulabschluss;männlich;2684
2014/15;Gymnasien (G9);Fachhochschulreife;männlich;0
2014/15;Gymnasien (G9);Allgemeine Hochschulreife;männlich;19020
2014/15;Gymnasien (G9);Insgesamt;männlich;21861
2014/15;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;547
2014/15;Gymnasien (G8);Erster Schulabschluss;männlich;2668
2014/15;Gymnasien (G8);Mittlerer Schulabschluss;männlich;13572
2014/15;Gymnasien (G8);Fachhochschulreife;männlich;0
2014/15;Gymnasien (G8);Allgemeine Hochschulreife;männlich;96191
2014/15;Gymnasien (G8);Insgesamt;männlich;112978
2014/15;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;3261
2014/15;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;12824
2014/15;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;27350
2014/15;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2014/15;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;11847
2014/15;Schularten mit drei Bildungsgängen;Insgesamt;männlich;55282
2014/15;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;126
2014/15;Freie Waldorfschulen;Erster Schulabschluss;männlich;206
2014/15;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1029
2014/15;Freie Waldorfschulen;Fachhochschulreife;männlich;147
2014/15;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1421
2014/15;Freie Waldorfschulen;Insgesamt;männlich;2929
2014/15;Förderschulen;Ohne Ersten Schulabschluss;männlich;16078
2014/15;Förderschulen;Erster Schulabschluss;männlich;6009
2014/15;Förderschulen;Mittlerer Schulabschluss;männlich;932
2014/15;Förderschulen;Fachhochschulreife;männlich;0
2014/15;Förderschulen;Allgemeine Hochschulreife;männlich;32
2014/15;Förderschulen;Insgesamt;männlich;23051
2014/15;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2014/15;Abendhauptschulen;Erster Schulabschluss;männlich;240
2014/15;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2014/15;Abendhauptschulen;Fachhochschulreife;männlich;0
2014/15;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2014/15;Abendhauptschulen;Insgesamt;männlich;240
2014/15;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2014/15;Abendrealschulen;Erster Schulabschluss;männlich;835
2014/15;Abendrealschulen;Mittlerer Schulabschluss;männlich;2303
2014/15;Abendrealschulen;Fachhochschulreife;männlich;0
2014/15;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2014/15;Abendrealschulen;Insgesamt;männlich;3138
2014/15;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2014/15;Abendgymnasien;Erster Schulabschluss;männlich;1
2014/15;Abendgymnasien;Mittlerer Schulabschluss;männlich;615
2014/15;Abendgymnasien;Fachhochschulreife;männlich;150
2014/15;Abendgymnasien;Allgemeine Hochschulreife;männlich;1049
2014/15;Abendgymnasien;Insgesamt;männlich;1815
2014/15;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2014/15;Kollegs;Erster Schulabschluss;männlich;1
2014/15;Kollegs;Mittlerer Schulabschluss;männlich;615
2014/15;Kollegs;Fachhochschulreife;männlich;51
2014/15;Kollegs;Allgemeine Hochschulreife;männlich;1381
2014/15;Kollegs;Insgesamt;männlich;2048
2014/15;Externe;Ohne Ersten Schulabschluss;männlich;0
2014/15;Externe;Erster Schulabschluss;männlich;2491
2014/15;Externe;Mittlerer Schulabschluss;männlich;877
2014/15;Externe;Fachhochschulreife;männlich;152
2014/15;Externe;Allgemeine Hochschulreife;männlich;174
2014/15;Externe;Insgesamt;männlich;3694
2014/15;Insgesamt;Ohne Ersten Schulabschluss;männlich;29087
2014/15;Insgesamt;Erster Schulabschluss;männlich;82594
2014/15;Insgesamt;Mittlerer Schulabschluss;männlich;188949
2014/15;Insgesamt;Fachhochschulreife;männlich;500
2014/15;Insgesamt;Allgemeine Hochschulreife;männlich;131115
2014/15;Insgesamt;Insgesamt;männlich;432245
2014/15;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;3259
2014/15;Hauptschulen;Erster Schulabschluss;weiblich;29794
2014/15;Hauptschulen;Mittlerer Schulabschluss;weiblich;19722
2014/15;Hauptschulen;Fachhochschulreife;weiblich;0
2014/15;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2014/15;Hauptschulen;Insgesamt;weiblich;52775
2014/15;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;1636
2014/15;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;7187
2014/15;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;25805
2014/15;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2014/15;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2014/15;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;34628
2014/15;Realschulen;Ohne Ersten Schulabschluss;weiblich;564
2014/15;Realschulen;Erster Schulabschluss;weiblich;2243
2014/15;Realschulen;Mittlerer Schulabschluss;weiblich;88872
2014/15;Realschulen;Fachhochschulreife;weiblich;0
2014/15;Realschulen;Allgemeine Hochschulreife;weiblich;0
2014/15;Realschulen;Insgesamt;weiblich;91679
2014/15;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;5
2014/15;Gymnasien (G9);Erster Schulabschluss;weiblich;140
2014/15;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;2719
2014/15;Gymnasien (G9);Fachhochschulreife;weiblich;0
2014/15;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;23061
2014/15;Gymnasien (G9);Insgesamt;weiblich;25925
2014/15;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;474
2014/15;Gymnasien (G8);Erster Schulabschluss;weiblich;2133
2014/15;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;13127
2014/15;Gymnasien (G8);Fachhochschulreife;weiblich;0
2014/15;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;114566
2014/15;Gymnasien (G8);Insgesamt;weiblich;130300
2014/15;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2231
2014/15;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;9935
2014/15;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;25801
2014/15;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;0
2014/15;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;14535
2014/15;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;52502
2014/15;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;115
2014/15;Freie Waldorfschulen;Erster Schulabschluss;weiblich;172
2014/15;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;964
2014/15;Freie Waldorfschulen;Fachhochschulreife;weiblich;198
2014/15;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1781
2014/15;Freie Waldorfschulen;Insgesamt;weiblich;3230
2014/15;Förderschulen;Ohne Ersten Schulabschluss;weiblich;10064
2014/15;Förderschulen;Erster Schulabschluss;weiblich;3109
2014/15;Förderschulen;Mittlerer Schulabschluss;weiblich;465
2014/15;Förderschulen;Fachhochschulreife;weiblich;0
2014/15;Förderschulen;Allgemeine Hochschulreife;weiblich;33
2014/15;Förderschulen;Insgesamt;weiblich;13671
2014/15;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2014/15;Abendhauptschulen;Erster Schulabschluss;weiblich;192
2014/15;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2014/15;Abendhauptschulen;Fachhochschulreife;weiblich;0
2014/15;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2014/15;Abendhauptschulen;Insgesamt;weiblich;192
2014/15;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2014/15;Abendrealschulen;Erster Schulabschluss;weiblich;653
2014/15;Abendrealschulen;Mittlerer Schulabschluss;weiblich;2009
2014/15;Abendrealschulen;Fachhochschulreife;weiblich;0
2014/15;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2014/15;Abendrealschulen;Insgesamt;weiblich;2662
2014/15;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2014/15;Abendgymnasien;Erster Schulabschluss;weiblich;3
2014/15;Abendgymnasien;Mittlerer Schulabschluss;weiblich;561
2014/15;Abendgymnasien;Fachhochschulreife;weiblich;127
2014/15;Abendgymnasien;Allgemeine Hochschulreife;weiblich;1180
2014/15;Abendgymnasien;Insgesamt;weiblich;1871
2014/15;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2014/15;Kollegs;Erster Schulabschluss;weiblich;1
2014/15;Kollegs;Mittlerer Schulabschluss;weiblich;541
2014/15;Kollegs;Fachhochschulreife;weiblich;48
2014/15;Kollegs;Allgemeine Hochschulreife;weiblich;1450
2014/15;Kollegs;Insgesamt;weiblich;2040
2014/15;Externe;Ohne Ersten Schulabschluss;weiblich;0
2014/15;Externe;Erster Schulabschluss;weiblich;1792
2014/15;Externe;Mittlerer Schulabschluss;weiblich;559
2014/15;Externe;Fachhochschulreife;weiblich;100
2014/15;Externe;Allgemeine Hochschulreife;weiblich;141
2014/15;Externe;Insgesamt;weiblich;2592
2014/15;Insgesamt;Ohne Ersten Schulabschluss;weiblich;18348
2014/15;Insgesamt;Erster Schulabschluss;weiblich;57354
2014/15;Insgesamt;Mittlerer Schulabschluss;weiblich;181145
2014/15;Insgesamt;Fachhochschulreife;weiblich;473
2014/15;Insgesamt;Allgemeine Hochschulreife;weiblich;156747
2014/15;Insgesamt;Insgesamt;weiblich;414067
2014/15;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;8611
2014/15;Hauptschulen;Erster Schulabschluss;Insgesamt;72878
2014/15;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;43360
2014/15;Hauptschulen;Fachhochschulreife;Insgesamt;0
2014/15;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2014/15;Hauptschulen;Insgesamt;Insgesamt;124849
2014/15;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;4300
2014/15;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;17711
2014/15;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;53198
2014/15;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2014/15;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2014/15;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;75209
2014/15;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;1607
2014/15;Realschulen;Erster Schulabschluss;Insgesamt;5813
2014/15;Realschulen;Mittlerer Schulabschluss;Insgesamt;176813
2014/15;Realschulen;Fachhochschulreife;Insgesamt;0
2014/15;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2014/15;Realschulen;Insgesamt;Insgesamt;184233
2014/15;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;21
2014/15;Gymnasien (G9);Erster Schulabschluss;Insgesamt;281
2014/15;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;5403
2014/15;Gymnasien (G9);Fachhochschulreife;Insgesamt;0
2014/15;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;42081
2014/15;Gymnasien (G9);Insgesamt;Insgesamt;47786
2014/15;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;1021
2014/15;Gymnasien (G8);Erster Schulabschluss;Insgesamt;4801
2014/15;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;26699
2014/15;Gymnasien (G8);Fachhochschulreife;Insgesamt;0
2014/15;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;210757
2014/15;Gymnasien (G8);Insgesamt;Insgesamt;243278
2014/15;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;5492
2014/15;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;22759
2014/15;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;53151
2014/15;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2014/15;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;26382
2014/15;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;107784
2014/15;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;241
2014/15;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;378
2014/15;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;1993
2014/15;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;345
2014/15;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;3202
2014/15;Freie Waldorfschulen;Insgesamt;Insgesamt;6159
2014/15;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;26142
2014/15;Förderschulen;Erster Schulabschluss;Insgesamt;9118
2014/15;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1397
2014/15;Förderschulen;Fachhochschulreife;Insgesamt;0
2014/15;Förderschulen;Allgemeine Hochschulreife;Insgesamt;65
2014/15;Förderschulen;Insgesamt;Insgesamt;36722
2014/15;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2014/15;Abendhauptschulen;Erster Schulabschluss;Insgesamt;432
2014/15;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2014/15;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2014/15;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2014/15;Abendhauptschulen;Insgesamt;Insgesamt;432
2014/15;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2014/15;Abendrealschulen;Erster Schulabschluss;Insgesamt;1488
2014/15;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;4312
2014/15;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2014/15;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2014/15;Abendrealschulen;Insgesamt;Insgesamt;5800
2014/15;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2014/15;Abendgymnasien;Erster Schulabschluss;Insgesamt;4
2014/15;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;1176
2014/15;Abendgymnasien;Fachhochschulreife;Insgesamt;277
2014/15;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;2229
2014/15;Abendgymnasien;Insgesamt;Insgesamt;3686
2014/15;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2014/15;Kollegs;Erster Schulabschluss;Insgesamt;2
2014/15;Kollegs;Mittlerer Schulabschluss;Insgesamt;1156
2014/15;Kollegs;Fachhochschulreife;Insgesamt;99
2014/15;Kollegs;Allgemeine Hochschulreife;Insgesamt;2831
2014/15;Kollegs;Insgesamt;Insgesamt;4088
2014/15;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2014/15;Externe;Erster Schulabschluss;Insgesamt;4283
2014/15;Externe;Mittlerer Schulabschluss;Insgesamt;1436
2014/15;Externe;Fachhochschulreife;Insgesamt;252
2014/15;Externe;Allgemeine Hochschulreife;Insgesamt;315
2014/15;Externe;Insgesamt;Insgesamt;6286
2014/15;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;47435
2014/15;Insgesamt;Erster Schulabschluss;Insgesamt;139948
2014/15;Insgesamt;Mittlerer Schulabschluss;Insgesamt;370094
2014/15;Insgesamt;Fachhochschulreife;Insgesamt;973
2014/15;Insgesamt;Allgemeine Hochschulreife;Insgesamt;287862
2014/15;Insgesamt;Insgesamt;Insgesamt;846312
2015/16;Hauptschulen;Ohne Ersten Schulabschluss;männlich;6316
2015/16;Hauptschulen;Erster Schulabschluss;männlich;40936
2015/16;Hauptschulen;Mittlerer Schulabschluss;männlich;22328
2015/16;Hauptschulen;Fachhochschulreife;männlich;0
2015/16;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2015/16;Hauptschulen;Insgesamt;männlich;69580
2015/16;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;3272
2015/16;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;10461
2015/16;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;26971
2015/16;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2015/16;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2015/16;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;40704
2015/16;Realschulen;Ohne Ersten Schulabschluss;männlich;977
2015/16;Realschulen;Erster Schulabschluss;männlich;3757
2015/16;Realschulen;Mittlerer Schulabschluss;männlich;86332
2015/16;Realschulen;Fachhochschulreife;männlich;0
2015/16;Realschulen;Allgemeine Hochschulreife;männlich;0
2015/16;Realschulen;Insgesamt;männlich;91066
2015/16;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;23
2015/16;Gymnasien (G9);Erster Schulabschluss;männlich;115
2015/16;Gymnasien (G9);Mittlerer Schulabschluss;männlich;3255
2015/16;Gymnasien (G9);Fachhochschulreife;männlich;0
2015/16;Gymnasien (G9);Allgemeine Hochschulreife;männlich;19257
2015/16;Gymnasien (G9);Insgesamt;männlich;22650
2015/16;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;611
2015/16;Gymnasien (G8);Erster Schulabschluss;männlich;2813
2015/16;Gymnasien (G8);Mittlerer Schulabschluss;männlich;14201
2015/16;Gymnasien (G8);Fachhochschulreife;männlich;0
2015/16;Gymnasien (G8);Allgemeine Hochschulreife;männlich;99127
2015/16;Gymnasien (G8);Insgesamt;männlich;116752
2015/16;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;3676
2015/16;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;15041
2015/16;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;29519
2015/16;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2015/16;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;12590
2015/16;Schularten mit drei Bildungsgängen;Insgesamt;männlich;60826
2015/16;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;169
2015/16;Freie Waldorfschulen;Erster Schulabschluss;männlich;180
2015/16;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1088
2015/16;Freie Waldorfschulen;Fachhochschulreife;männlich;169
2015/16;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1399
2015/16;Freie Waldorfschulen;Insgesamt;männlich;3005
2015/16;Förderschulen;Ohne Ersten Schulabschluss;männlich;15400
